dat_referencia;origem;cp;regional;uf;municipio;psr;velocidade;estacao;fabricante;modelo;modelo_descricao;planta
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;700 MBPS;ARS;ZTE;F670L;F670L;57
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;600 MBPS;ARS;ZTE;F670L;F670L;7
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;200 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;som;OBVIOUS;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;700 MBPS;ARS;ZTE;F670L;F670L;15
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;100 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;1000 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;400 MBPS;ARS;ZTE;F670L;F670L;7
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;100 MBPS;ARS;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;1000 MBPS;ARS;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;400 MBPS;ARS;ZTE;F670L;F670L;4
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;ZTE;F670L;F670L;76
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;200 MBPS;ARS;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;ZTE;F670L;F670L;10
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;1000 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;200 MBPS;ARS;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;600 MBPS;ARS;ZTE;F670L;F670L;42
2026-02-01;bov;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;700 MBPS;ARS;ZTE;F670L;F670L;10
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;600 MBPS;ARS;ZTE;F670L;F670L;33
2026-02-01;som;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;500 MBPS;BACX;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;600 MBPS;BACX;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;400 MBPS;BACX;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;1000 MBPS;BACX;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;600 MBPS;BACX;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;1000 MBPS;BACX;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;700 MBPS;BACX;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;SAQUAREMA;ABILITY;700 MBPS;BACX;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;500 MBPS;BERO;ZTE;F670L;F670L;21
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;200 MBPS;BERO;ZTE;F670L;F670L;4
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;700 MBPS;BERO;ZTE;F670L;F670L;16
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;700 MBPS;BERO;ZTE;F670L;F670L;52
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;400 MBPS;BERO;ZTE;F670L;F670L;7
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;200 MBPS;BERO;ZTE;F670L;F670L;13
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;500 MBPS;BERO;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;1000 MBPS;BERO;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;100 MBPS;BERO;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;1000 MBPS;BERO;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;500 MBPS;BERO;ZTE;F670L;F670L;166
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;400 MBPS;BERO;ZTE;F670L;F670L;6
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;200 MBPS;BERO;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;700 MBPS;BERO;ZTE;F670L;F670L;25
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;600 MBPS;BERO;ZTE;F670L;F670L;48
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;600 MBPS;BERO;ZTE;F670L;F670L;15
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;600 MBPS;BERO;ZTE;F670L;F670L;34
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;1000 MBPS;BERO;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;100 MBPS;BERO;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;400 MBPS;BERO;ZTE;F670L;F670L;19
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;400 MBPS;BGR;ZTE;F670L;F670L;5
2026-02-01;som;AMIGONET00058;SUDESTE;SP;GUARULHOS;ABILITY;500 MBPS;BGR;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;1000 MBPS;BGR;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;500 MBPS;BGR;ZTE;F670L;F670L;74
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;700 MBPS;BGR;ZTE;F670L;F670L;17
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;1000 MBPS;BGR;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;200 MBPS;BGR;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;400 MBPS;BGR;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;700 MBPS;BGR;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;500 MBPS;BGR;ZTE;F670L;F670L;10
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;600 MBPS;BGR;ZTE;F670L;F670L;11
2026-02-01;som;NIO;SUDESTE;SP;GUARULHOS;ABILITY;600 MBPS;BGR;ZTE;F670L;F670L;11
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;BGR;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;700 MBPS;BGR;ZTE;F670L;F670L;6
2026-02-01;omr;NIO;SUDESTE;SP;GUARULHOS;ABILITY;200 MBPS;BGR;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;700 MBPS;BMA;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;500 MBPS;BMA;ZTE;F670L;F670L;17
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;500 MBPS;BMA;ZTE;F670L;F670L;1
2026-02-01;som;FLIXFIBRA00019;SUDESTE;RJ;BARRA MANSA;ABILITY;500 MBPS;BMA;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;600 MBPS;BMA;ZTE;F670L;F670L;6
2026-02-01;som;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;600 MBPS;BMA;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;700 MBPS;BMA;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;400 MBPS;BMA;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;700 MBPS;BMA;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;700 MBPS;BNU;ZTE;F670L;F670L;71
2026-02-01;som;OBVIOUS;SUL;SC;BLUMENAU;ABILITY;400 MBPS;BNU;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;BNU;ZTE;F670L;F670L;8
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;ZTE;F670L;F670L;16
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;BNU;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;400 MBPS;BNU;ZTE;F670L;F670L;13
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;;BNU;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;BNU;ZTE;F670L;F670L;7
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;ZTE;F670L;F670L;33
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;ZTE;F670L;F670L;30
2026-02-01;som;BWTELECOM;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;BNU;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;BNU;ZTE;F670L;F670L;13
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;BNU;ZTE;F670L;F670L;6
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;100 MBPS;BNU;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;ZTE;F670L;F670L;158
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;ZTE;F670L;F670L;5
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;ZTE;F670L;F670L;89
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;400 MBPS;BNU;ZTE;F670L;F670L;10
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;100 MBPS;BNU;ZTE;F670L;F670L;2
2026-02-01;som;FLIXFIBRA00019;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;700 MBPS;BNU;ZTE;F670L;F670L;36
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;ZTE;F670L;F670L;4
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;700 MBPS;BNU;ZTE;F670L;F670L;10
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;BNU;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;PIRAI;ABILITY;700 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;;BPI;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;700 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;200 MBPS;BPI;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;100 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;700 MBPS;BPI;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;100 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;400 MBPS;BPI;ZTE;F670L;F670L;7
2026-02-01;omr;NIO;SUDESTE;RJ;PIRAI;ABILITY;500 MBPS;BPI;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;600 MBPS;BPI;ZTE;F670L;F670L;12
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;600 MBPS;BPI;ZTE;F670L;F670L;9
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;600 MBPS;BPI;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;200 MBPS;BPI;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;700 MBPS;BPI;ZTE;F670L;F670L;24
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500 MBPS;BPI;ZTE;F670L;F670L;9
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500 MBPS;BPI;ZTE;F670L;F670L;66
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;400 MBPS;BPI;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;600 MBPS;BQE;ZTE;F670L;F670L;84
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;1000 MBPS;BQE;ZTE;F670L;F670L;4
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;200 MBPS;BQE;ZTE;F670L;F670L;6
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;400 MBPS;BQE;ZTE;F670L;F670L;10
2026-02-01;omr;NIO;SUL;SC;ITAJAI;ABILITY;600 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;som;TIM;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;1000 MBPS;BQE;ZTE;F670L;F670L;8
2026-02-01;omr;NIO;SUL;SC;ITAJAI;ABILITY;700 MBPS;BQE;ZTE;F670L;F670L;2
2026-02-01;som;TIM;SUL;SC;BRUSQUE;ABILITY;300 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;ZTE;F670L;F670L;88
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;200 MBPS;BQE;ZTE;F670L;F670L;10
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;200 MBPS;BQE;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;600 MBPS;BQE;ZTE;F670L;F670L;12
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;;BQE;ZTE;F670L;F670L;1
2026-02-01;som;TIM;SUL;SC;BRUSQUE;ABILITY;600 MBPS;BQE;ZTE;F670L;F670L;6
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;400 MBPS;BQE;ZTE;F670L;F670L;9
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;700 MBPS;BQE;ZTE;F670L;F670L;20
2026-02-01;som;OBVIOUS;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;600 MBPS;BQE;ZTE;F670L;F670L;19
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;ZTE;F670L;F670L;27
2026-02-01;som;TIM;SUL;SC;BRUSQUE;ABILITY;700 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;700 MBPS;BQE;ZTE;F670L;F670L;115
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;;BQE;ZTE;F670L;F670L;1
2026-02-01;bov;NIO;SUL;SC;BRUSQUE;ABILITY;400 MBPS;BQE;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;BRUSQUE;ABILITY;100 MBPS;BQE;ZTE;F670L;F670L;4
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;700 MBPS;BQE;ZTE;F670L;F670L;19
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;BRS;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;200 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;1000 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;700 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;600 MBPS;BRS;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;700 MBPS;BRS;ZTE;F670L;F670L;4
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;600 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;BRS;ZTE;F670L;F670L;5
2026-02-01;som;OBVIOUS;SUDESTE;SP;SAO PAULO;ABILITY;1000 MBPS;BRS;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;500 MBPS;BRSU;ZTE;F670L;F670L;8
2026-02-01;omr;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;600 MBPS;BRSU;ZTE;F670L;F670L;20
2026-02-01;som;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;600 MBPS;BRSU;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;1000 MBPS;BRSU;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;500 MBPS;BRSU;ZTE;F670L;F670L;4
2026-02-01;omr;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;700 MBPS;BRSU;ZTE;F670L;F670L;15
2026-02-01;omr;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;200 MBPS;BRSU;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUL;SC;BALNEARIO CAMBORIU;ABILITY;400 MBPS;BRSU;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;CABJ;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;CABJ;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;CABJ;ZTE;F670L;F670L;7
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;CABJ;ZTE;F670L;F670L;21
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;CABJ;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;CABJ;ZTE;F670L;F670L;4
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;200 MBPS;CABJ;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;1000 MBPS;CABJ;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;CABJ;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;CABJ;ZTE;F670L;F670L;15
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;CAHE;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;CAHE;ZTE;F670L;F670L;2
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;CAHE;ZTE;F670L;F670L;8
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;CAHE;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;CAHE;ZTE;F670L;F670L;18
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;600 MBPS;CAHE;ZTE;F670L;F670L;6
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400 MBPS;CAHE;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;CAHE;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;SP;CAMPINAS;ABILITY;600 MBPS;CAS1;ZTE;F670L;F670L;6
2026-02-01;omr;NIO;SUDESTE;SP;CAMPINAS;ABILITY;400 MBPS;CAS1;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUDESTE;SP;HORTOLANDIA;ABILITY;1000 MBPS;CAS1;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;200 MBPS;CAS1;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;600 MBPS;CAS1;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;SP;CAMPINAS;ABILITY;700 MBPS;CAS1;ZTE;F670L;F670L;5
2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;1000 MBPS;CAS1;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;500 MBPS;CAS1;ZTE;F670L;F670L;15
2026-02-01;som;FLIXFIBRA00019;SUDESTE;SP;CAMPINAS;ABILITY;1000 MBPS;CAS1;ZTE;F670L;F670L;1
2026-02-01;som;NIO;SUDESTE;SP;CAMPINAS;ABILITY;700 MBPS;CAS1;ZTE;F670L;F670L;4
2026-02-01;omr;NIO;SUDESTE;SP;CAMPINAS;ABILITY;500 MBPS;CAS1;ZTE;F670L;F670L;3
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;1000 MBPS;CBF;ZTE;F670L;F670L;2
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;700 MBPS;CBF;ZTE;F670L;F670L;20
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500 MBPS;CBF;ZTE;F670L;F670L;281
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;400 MBPS;CBF;ZTE;F670L;F670L;23
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500MBPS;CBF;ZTE;F670L;F670L;4
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;100 MBPS;CBF;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;400 MBPS;CBF;ZTE;F670L;F670L;3
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500 MBPS;CBF;ZTE;F670L;F670L;22
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;600 MBPS;CBF;ZTE;F670L;F670L;101
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;600 MBPS;CBF;ZTE;F670L;F670L;56
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;200 MBPS;CBF;ZTE;F670L;F670L;12
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;1000 MBPS;CBF;ZTE;F670L;F670L;4
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;200 MBPS;CBF;ZTE;F670L;F670L;10
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500 MBPS;CBF;ZTE;F670L;F670L;5
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;700 MBPS;CBF;ZTE;F670L;F670L;60
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;200 MBPS;CBF;ZTE;F670L;F670L;2
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;700 MBPS;CBF;ZTE;F670L;F670L;20
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;600 MBPS;CBF;ZTE;F670L;F670L;7
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;100 MBPS;CBF;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;400 MBPS;CBF;ZTE;F670L;F670L;10
2026-02-01;som;NIO;SUDESTE;RJ;CASIMIRO DE ABREU;ABILITY;100 MBPS;CBU;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;CASIMIRO DE ABREU;ABILITY;200 MBPS;CBU;ZTE;F670L;F670L;1
2026-02-01;omr;NIO;SUDESTE;RJ;CASIMIRO DE ABREU;ABILITY;700 MBPS;CBU;ZTE;F670L;F670L;3
2026-02-01;som;NIO;SUDESTE;RJ;CASIMIRO DE ABREU;ABILITY;600 MBPS;CBU;ZTE;F670L;F670L;1
