dat_referencia;origem;cp;regional;uf;municipio;psr;velocidade;estacao;fabricante;modelo;modelo_descricao;planta
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500MBPS;;;;;0
2026-02-01;omr;NIO;;;;ABILITY;600 MBPS;"";;;;1
2026-02-01;omr;NIO;;;;ABILITY;700 MBPS;"";;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;AGVY;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;50 MBPS;ARBU;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;100 MBPS;ARBU;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;200 MBPS;ARBU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;400MBPS;ARS;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;700 MBPS;ARS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;ARS;;;;9
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;200 MBPS;ARS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;600 MBPS;ARS;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;200 MBPS;BERO;;;;4
2026-02-01;som;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;600MBPS;BERO;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;400 MBPS;BERO;;;;4
2026-02-01;som;TIM;SUDESTE;SP;GUARULHOS;ABILITY;1000 MBPS;BGR;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;500 MBPS;BMA;;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;BNU;;;;1
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;;;;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;500MBPS;BNU;;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;600 MBPS;BNU;;;;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;;;;1
2026-02-01;som;NIO;SUL;SC;BLUMENAU;ABILITY;1000 MBPS;BNU;;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;500 MBPS;BNU;;;;1
2026-02-01;bov;NIO;SUL;SC;BLUMENAU;ABILITY;100 MBPS;BNU;;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;400 MBPS;BNU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500MBPS;BPI;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;100 MBPS;BPI;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500 MBPS;BPI;;;;3
2026-02-01;som;ASAP00018;SUL;SC;BRUSQUE;ABILITY;300MBPS;BQE;;;;1
2026-02-01;som;TIM;SUL;SC;BRUSQUE;ABILITY;500 MBPS;BQE;;;;1
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;400MBPS;CABJ;;;;1
2026-02-01;som;FIBROTICA;SUDESTE;SP;CAMPINAS;ABILITY;300MBPS;CAS1;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500 MBPS;CBF;;;;3
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;50 MBPS;CBF;;;;3
2026-02-01;bov;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;100 MBPS;CBF;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;200 MBPS;CBF;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;50 MBPS;CBF;;;;5
2026-02-01;som;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;500MBPS;CBF;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;CASIMIRO DE ABREU;ABILITY;500 MBPS;CBU;;;;1
2026-02-01;som;TIM;SUL;SC;CHAPECO;ABILITY;400MBPS;CCO;;;;1
2026-02-01;som;NIO;SUL;SC;CHAPECO;ABILITY;500 MBPS;CCO;;;;1
2026-02-01;som;BWTELECOM;SUL;SC;ITAJAI;ABILITY;400 MBPS;CDIS;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;CDIS;;;;1
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;400 MBPS;CDIS;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;300MBPS;CDIS;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;500 MBPS;CDIS;;;;3
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;600 MBPS;CDIS;;;;1
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;500 MBPS;CDIS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;CAMPOS DOS GOYTACAZES;ABILITY;500 MBPS;CPS;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;200 MBPS;CRRS;;;;2
2026-02-01;som;TIM;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;CRRS;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;CRRS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;CRRS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;500MBPS;CRRS;;;;4
2026-02-01;som;NIO;;;;ABILITY;400MBPS;CRRS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;500 MBPS;CRRS;;;;3
2026-02-01;som;TIM;SUL;SC;CRICIUMA;ABILITY;500MBPS;CUA;;;;2
2026-02-01;som;NIO;SUL;SC;CRICIUMA;ABILITY;400MBPS;CUA;;;;1
2026-02-01;som;NIO;SUL;SC;BRUSQUE;ABILITY;700 MBPS;DJQM;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;;DQX;;;;4
2026-02-01;som;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;700MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;SAO JOAO DE MERITI;ABILITY;200 MBPS;DQX;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;50 MBPS;DQX;;;;33
2026-02-01;bov;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;200 MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;400 MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;15 MBPS;DQX;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;1GBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;;DQX;;;;9
2026-02-01;som;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;400MBPS;DQX;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;500 MBPS;DQX;;;;20
2026-02-01;som;TIM;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;500 MBPS;DQX;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;SAO JOAO DE MERITI;ABILITY;50 MBPS;DQX;;;;6
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;50 MBPS;DQX;;;;27
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;200 MBPS;DQX;;;;3
2026-02-01;bov;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;100 MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;25 MBPS;DQX;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;600 MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;100 MBPS;DQX;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;DQX;;;;2
2026-02-01;som;TIM;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;700 MBPS;DQX;;;;2
2026-02-01;bov;NIO;SUDESTE;RJ;SAO JOAO DE MERITI;ABILITY;200 MBPS;DQX;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;600 MBPS;DQX;;;;2
2026-02-01;som;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;700 MBPS;DQX;;;;2
2026-02-01;som;TIM;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;ESRT;;;;1
2026-02-01;som;TIM;SUL;SC;FLORIANOPOLIS;ABILITY;500MBPS;ESRT;;;;2
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;500 MBPS;ESRT;;;;1
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;ETPN;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;500MBPS;FLRT;;;;3
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;500 MBPS;FLRT;;;;3
2026-02-01;som;NIO;;;;ABILITY;500MBPS;FLRT;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;1GBPS;FLRT;;;;1
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;700MBPS;FLRT;;;;1
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;400MBPS;FLRT;;;;1
2026-02-01;omr;NIO;SUL;SC;JOINVILLE;ABILITY;200 MBPS;FLRT;;;;1
2026-02-01;som;TIM;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;FNS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NITEROI;ABILITY;400MBPS;FSA;;;;1
2026-02-01;som;OBVIOUS;SUDESTE;RJ;NITEROI;ABILITY;600MBPS;FSA;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NITEROI;ABILITY;500 MBPS;FSA;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;500MBPS;IAI;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;400 MBPS;IAI;;;;3
2026-02-01;som;NIO;;;;ABILITY;500MBPS;IAI;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;500 MBPS;IAI;;;;6
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;1000 MBPS;IAI;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;600 MBPS;IAI;;;;6
2026-02-01;omr;NIO;SUL;SC;ITAJAI;ABILITY;500 MBPS;IAI;;;;1
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;500 MBPS;IAI;;;;6
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;300 MBPS;IAI;;;;2
2026-02-01;omr;NIO;SUL;SC;ITAJAI;ABILITY;400 MBPS;IAI;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;1000 MBPS;IAI;;;;3
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;1GBPS;IAI;;;;1
2026-02-01;som;TIM;SUL;SC;ITAJAI;ABILITY;700 MBPS;IAI;;;;2
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;700 MBPS;IAI;;;;1
2026-02-01;som;NIO;SUL;SC;ITAJAI;ABILITY;500MBPS;IAI;;;;4
2026-02-01;som;TIM;SUL;SC;INDAIAL;ABILITY;300MBPS;IDL;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;500 MBPS;IGI;;;;2
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;500 MBPS;IPCU;;;;4
2026-02-01;som;NIO;;;;ABILITY;500MBPS;IPCU;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;500MBPS;IRIU;;;;4
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;1000 MBPS;IRIU;;;;2
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;300 MBPS;IRIU;;;;1
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;500MBPS;IRIU;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;IRIU;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;500 MBPS;IRIU;;;;1
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;1000 MBPS;IRIU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NITEROI;ABILITY;500 MBPS;ITPU;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NITEROI;ABILITY;500 MBPS;ITPU;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;NITEROI;ABILITY;1000 MBPS;ITPU;;;;3
2026-02-01;som;TIM;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;ITPV;;;;1
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;500MBPS;ITSC;;;;1
2026-02-01;omr;NIO;SUL;SC;BLUMENAU;ABILITY;200 MBPS;ITSC;;;;1
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;600 MBPS;ITSC;;;;1
2026-02-01;som;TIM;SUL;SC;BLUMENAU;ABILITY;300MBPS;IVCC;;;;1
2026-02-01;som;BWTELECOM;SUL;SC;BLUMENAU;ABILITY;500 MBPS;IVCC;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;500 MBPS;JACC;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;200 MBPS;JDAR;;;;1
2026-02-01;som;TIM;SUDESTE;SP;SAO JOSE DOS CAMPOS;ABILITY;700MBPS;JSI;;;;1
2026-02-01;som;TIM;SUDESTE;SP;SAO JOSE DOS CAMPOS;ABILITY;400MBPS;JSI;;;;1
2026-02-01;bov;NIO;SUL;SC;JOINVILLE;ABILITY;;JVE;;;;1
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;400MBPS;JVE;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;500MBPS;JVE;;;;1
2026-02-01;som;NIO;SUL;SC;JOINVILLE;ABILITY;600 MBPS;JVE;;;;2
2026-02-01;som;TIM;SUL;SC;JOINVILLE;ABILITY;500MBPS;JVE;;;;1
2026-02-01;som;TIM;SUL;SC;LAGES;ABILITY;300 MBPS;LGS;;;;1
2026-02-01;som;TIM;SUL;SC;LAGES;ABILITY;400 MBPS;LGS;;;;1
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;700 MBPS;LGS;;;;1
2026-02-01;som;TIM;SUL;SC;LAGES;ABILITY;600 MBPS;LGS;;;;3
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;100 MBPS;LGS;;;;1
2026-02-01;omr;NIO;SUL;SC;LAGES;ABILITY;200 MBPS;LGS;;;;3
2026-02-01;som;TIM;SUL;SC;LAGES;ABILITY;700 MBPS;LGS;;;;2
2026-02-01;som;NIO;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;;;;1
2026-02-01;som;TIM;SUL;SC;LAGES;ABILITY;500 MBPS;LGS;;;;6
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500MBPS;MAO;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;MAO;;;;2
2026-02-01;som;NIO;SUL;SC;FLORIANOPOLIS;ABILITY;700 MBPS;MEVD;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ARMACAO DOS BUZIOS;ABILITY;200 MBPS;MPBZ;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;500 MBPS;MRC;;;;2
2026-02-01;som;NIO;SUDESTE;RJ;MARICA;ABILITY;500MBPS;MRC;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;MRC;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;400MBPS;NIU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500MBPS;NIU;;;;10
2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;400MBPS;NIU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;500MBPS;NIU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;700 MBPS;NIU;;;;9
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;600MBPS;NIU;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;MESQUITA;ABILITY;500 MBPS;NIU;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;400 MBPS;NIU;;;;1
2026-02-01;som;NIO;;;;ABILITY;1GBPS;NIU;;;;3
2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;500 MBPS;NIU;;;;8
2026-02-01;som;NIO;;;;ABILITY;700MBPS;NIU;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;MESQUITA;ABILITY;600 MBPS;NIU;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;200MBPS;NIU;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;NIU;;;;4
2026-02-01;som;NIO;SUDESTE;RJ;MESQUITA;ABILITY;700 MBPS;NIU;;;;5
2026-02-01;som;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;500 MBPS;NIU;;;;11
2026-02-01;som;TIM;SUDESTE;RJ;NOVA IGUACU;ABILITY;700MBPS;NIU;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;NOVA IGUACU;ABILITY;400 MBPS;NIU;;;;2
2026-02-01;som;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;700 MBPS;NLP;;;;2
2026-02-01;bov;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;500 MBPS;NLP;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;50 MBPS;NLP;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;50 MBPS;NLP;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;200 MBPS;NLP;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;500 MBPS;NLP;;;;2
2026-02-01;som;TIM;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;300MBPS;NLP;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;200 MBPS;NLP;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;600 MBPS;NLP;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;500 MBPS;NLP;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;700 MBPS;NLP;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;RIO DE JANEIRO;ABILITY;100 MBPS;NLP;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;100 MBPS;NLP;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;400 MBPS;NLP;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;500 MBPS;NLP;;;;16
2026-02-01;som;NIO;;;;ABILITY;700MBPS;NLP;;;;1
2026-02-01;som;TIM;SUL;SC;NAVEGANTES;ABILITY;1000 MBPS;NVG;;;;1
2026-02-01;som;TIM;SUL;SC;NAVEGANTES;ABILITY;700MBPS;NVG;;;;1
2026-02-01;som;TIM;SUL;SC;NAVEGANTES;ABILITY;1GBPS;NVG;;;;1
2026-02-01;som;TIM;SUL;SC;NAVEGANTES;ABILITY;400MBPS;NVG;;;;1
2026-02-01;som;TIM;SUL;SC;NAVEGANTES;ABILITY;500MBPS;NVG;;;;1
2026-02-01;som;TIM;SUL;SC;PALHOCA;ABILITY;500MBPS;PAC;;;;1
2026-02-01;som;TIM;SUL;SC;PALHOCA;ABILITY;600 MBPS;PAC;;;;2
2026-02-01;som;TIM;SUL;SC;PALHOCA;ABILITY;700 MBPS;PAC;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;50 MBPS;PDAL;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;500 MBPS;PDAL;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;400 MBPS;PDAL;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;200MBPS;PDAL;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;500MBPS;PDAL;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;50 MBPS;PDAL;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;200 MBPS;PDAL;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;500 MBPS;PDAL;;;;9
2026-02-01;som;NIO;SUDESTE;RJ;SAO GONCALO;ABILITY;700 MBPS;PDAL;;;;3
2026-02-01;som;NIO;SUDESTE;RJ;PINHEIRAL;ABILITY;500MBPS;PNHE;;;;2
2026-02-01;som;NIO;SUDESTE;RJ;PINHEIRAL;ABILITY;700MBPS;PNHE;;;;1
2026-02-01;som;TIM;SUDESTE;SP;CAMPINAS;ABILITY;400 MBPS;PPF;;;;1
2026-02-01;bov;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;50 MBPS;PTS;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;200 MBPS;PTS;;;;2
2026-02-01;som;TIM;;;;ABILITY;500MBPS;PTS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;500MBPS;PTS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;500 MBPS;PTS;;;;5
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;400 MBPS;PTS;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;50 MBPS;PTS;;;;2
2026-02-01;bov;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;PTS;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;PTS;;;;3
2026-02-01;som;TIM;SUDESTE;RJ;PETROPOLIS;ABILITY;700 MBPS;PTS;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;PTS;;;;2
2026-02-01;omr;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500 MBPS;PVP;;;;1
2026-02-01;som;NIO;SUDESTE;SP;SAO PAULO;ABILITY;500MBPS;PVP;;;;1
2026-02-01;som;TIM;SUDESTE;RJ;QUEIMADOS;ABILITY;500 MBPS;QUEA;;;;1
2026-02-01;som;NIO;;;;ABILITY;500MBPS;QUEA;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;QUEIMADOS;ABILITY;500 MBPS;QUEA;;;;8
2026-02-01;som;NIO;SUDESTE;RJ;QUEIMADOS;ABILITY;500MBPS;QUEA;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;QUEIMADOS;ABILITY;200 MBPS;QUEA;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;500 MBPS;RETK;;;;17
2026-02-01;som;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;500MBPS;RETK;;;;4
2026-02-01;som;NIO;;;;ABILITY;500MBPS;RETK;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;500 MBPS;RETK;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;BARRA MANSA;ABILITY;500 MBPS;RETK;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;500 MBPS;RETK;;;;3
2026-02-01;bov;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;200 MBPS;RETK;;;;1
2026-02-01;som;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;700 MBPS;RETK;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;CABO FRIO;ABILITY;400 MBPS;RJ;;;;8
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA IGUACU;ABILITY;100 MBPS;RJ;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;100 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NITEROI;ABILITY;400 MBPS;RJ;;;;8
2026-02-01;omr;NIO;SUDESTE;RJ;MANGARATIBA;ABILITY;400 MBPS;RJ;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;CAMPOS DOS GOYTACAZES;ABILITY;500 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;200 MBPS;RJ;;;;8
2026-02-01;omr;NIO;SUDESTE;RJ;RESENDE;ABILITY;400 MBPS;RJ;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;BARRA DO PIRAI;ABILITY;400 MBPS;RJ;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;500 MBPS;RJ;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;200 MBPS;RJ;;;;4
2026-02-01;omr;NIO;SUDESTE;RJ;ANGRA DOS REIS;ABILITY;200 MBPS;RJ;;;;5
2026-02-01;omr;NIO;SUDESTE;RJ;NITEROI;ABILITY;100 MBPS;RJ;;;;2
2026-02-01;omr;NIO;SUDESTE;RJ;NITEROI;ABILITY;500 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;VOLTA REDONDA;ABILITY;500 MBPS;RJ;;;;14
2026-02-01;omr;NIO;SUDESTE;RJ;BELFORD ROXO;ABILITY;400 MBPS;RJ;;;;6
2026-02-01;omr;NIO;SUDESTE;RJ;NILOPOLIS;ABILITY;400 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;ITAGUAI;ABILITY;200 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;PETROPOLIS;ABILITY;500 MBPS;RJ;;;;3
2026-02-01;omr;NIO;SUDESTE;RJ;DUQUE DE CAXIAS;ABILITY;500 MBPS;RJ;;;;6
2026-02-01;omr;NIO;SUDESTE;RJ;VALENCA;ABILITY;200 MBPS;RJ;;;;1
2026-02-01;omr;NIO;SUDESTE;RJ;NOVA FRIBURGO;ABILITY;500 MBPS;RJ;;;;1
